,Tick,Train_Loss,Test_Loss
0,0,0.0018365552002536272,0.000507105216885561
1,1,0.002110473700423739,0.0004653601459810999
2,2,0.0022255484146802727,0.00045612449167396616
3,3,0.0021112604177932243,0.00045739501616865494
4,4,0.0019752592553815515,0.0004396226447976168
5,5,0.002123806467488297,0.00040152572614530753
6,6,0.002111074929959627,0.00039891997484511096
7,7,0.002192009739063458,0.000369562521364873
8,8,0.002006922712994378,0.0003749102643195055
9,9,0.0016981929735238872,0.0003326656222315051
10,10,0.0017856420226283927,0.00029982291815075566
11,11,0.0013942556271551929,0.0002864427494010093
12,12,0.000989803483139779,0.0005501376403324359
13,13,0.002416554574312559,0.0003472789846965475
14,14,0.001839315259843064,0.0005407287836584974
15,15,0.0014168970189543802,0.0004961493634950082
16,16,0.0014567495455770794,0.00046218756768034725
17,17,0.0013673816209853586,0.00046169060622900347
18,18,0.0013899368584962255,0.00044739752585764946
19,19,0.0013838583558325225,0.0004381162623285195
20,20,0.0014578884349329703,0.00043407022741025057
21,21,0.0015440916333264157,0.0004257140941425734
22,22,0.0014309145253040452,0.0004372508239641793
23,23,0.0013351479802391868,0.0004270094164317792
24,24,0.001375474814158767,0.00039941138805342627
25,25,0.001433742423750349,0.0003866453551130305
26,26,0.001531623700049831,0.00037516012632361865
27,27,0.0015523760308469854,0.000366115010535388
28,28,0.0015825603692444848,0.00035061404364901915
29,29,0.001686401713861903,0.0003515086130547144
30,30,0.0016930138261349343,0.00033677395502279507
31,31,0.0016713054944524793,0.0003201456747182959
32,32,0.001638401728887945,0.000305534271497092
33,33,0.0013841221494766982,0.00028854190499466895
34,34,0.00123287512184079,0.00024916488370016726
35,35,0.0008016807277367186,0.0002163482394672332
36,36,0.0011653959657301875,0.00024176795849916374
37,37,0.0010292716124512033,0.0002501884537343905
38,38,0.0005114168078993071,0.00021817167785266657
39,39,0.001277722595537554,0.00027922797475243936
40,40,0.0011251881838525966,0.0004046964234335545
41,41,0.0010638321426683175,0.00038478199623968087
42,42,0.0009939718822976435,0.0003756724993771177
43,43,0.0011617773631240117,0.0003444490730322375
44,44,0.001182589485351719,0.00034100928995001124
45,45,0.0012457734686253008,0.00031883967046557766
46,46,0.0013008430120604697,0.00029255423170270215
47,47,0.0013076645363845041,0.0002863952191783176
48,48,0.0011811765022019841,0.0002556226739297409
49,49,0.0007766172308961291,0.00023602138774335096
50,50,0.0005394088451006908,0.00019016242773003302
51,51,0.0010186799979115377,0.0001745576717927711
52,52,0.0005101530722328531,0.00022208556975687597
53,53,0.0008243625912356621,0.00016659022260616285
54,54,0.00036728807200274584,0.0002033215877883954
55,55,0.0013848294559588184,0.00023953075787715985
56,56,0.0008616420169319234,0.00038274511846579326
57,57,0.0008610523550826778,0.0003292175609432918
58,58,0.000882334154057525,0.00030223353140290855
59,59,0.0008607337298219218,0.0002778366251732223
60,60,0.0009011466233337771,0.00025344061569052337
61,61,0.0007617630398095544,0.0002272960786566676
62,62,0.000509338073324718,0.00019737613091990163
63,63,0.0006973055519733523,0.00016122135130581597
64,64,0.0003679033673764554,0.00019247590694803653
65,65,0.0009122347596462871,0.00023763798045860963
66,66,0.0007500351648152208,0.00032271635108173076
67,67,0.0007295052897977407,0.0002772711068689937
68,68,0.0006474030921722192,0.0002369127038495267
